Status,Is_Dropout,Course_Name,Gender_Label,Age_at_enrollment,Age_Group,Scholarship_Label,Tuition_Label,Debtor_Label,Marital_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_approved,Curricular_units_2nd_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Sem1_Approved_Group,Sem2_Approved_Group,Sem2_Grade_Group,Unemployment_rate,GDP
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,132.6,141.0,6,6,13.285714285714286,14.333333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Enrolled,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.4,125.0,3,2,11.333333333333334,10.5,1-3 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Nursing,Perempuan,28,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,120.0,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Enrolled,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,122.1,128.0,4,5,11.571428571428571,12.0,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,142.8,162.0,5,4,13.0,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.8,130.0,6,5,11.5,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Management,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.3,134.0,5,5,11.8,11.6,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Dropout,1,Management,Perempuan,19,<20 Tahun,Ya,Menunggak,Tidak,Lajang,119.0,133.1,3,3,10.666666666666666,12.285714285714286,1-3 Unit,1-3 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,124.9,137.0,6,8,13.8875,14.864444444444445,4-6 Unit,7+ Unit,Tinggi (15-20),15.5,-4.06
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,118.0,133.1,5,6,11.4,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Social Service (Evening),Perempuan,34,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,100.0,110.0,9,7,12.333333333333334,12.142857142857142,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Enrolled,0,Nursing,Perempuan,39,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,109.0,133.1,5,5,12.16,12.16,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,130.8,133.0,8,8,13.427499999999998,13.427499999999998,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Communication Design,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,110.0,130.0,6,2,15.166666666666666,15.5,4-6 Unit,1-3 Unit,Tinggi (15-20),15.5,-4.06
Dropout,1,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,151.0,151.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),9.4,-3.12
Dropout,1,Equinculture,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.0,125.0,2,0,10.5,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Management,Laki-laki,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,155.2,158.0,5,3,11.8,11.0,4-6 Unit,1-3 Unit,Sedang (11-14),9.4,-3.12
Enrolled,0,Management,Laki-laki,20,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,121.0,128.0,5,5,13.2,11.4,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Nursing,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,119.7,133.0,7,8,13.075,12.36111111111111,7+ Unit,7+ Unit,Sedang (11-14),12.4,1.79
Dropout,1,Equinculture,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.0,138.0,4,2,11.6,13.0,4-6 Unit,1-3 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Agronomy,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.9,126.0,6,4,13.666666666666666,12.25,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Management (Evening),Laki-laki,41,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.0,140.0,4,2,10.75,10.0,4-6 Unit,1-3 Unit,Rendah (1-10),9.4,-3.12
Graduate,0,Nursing,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,137.8,143.0,6,8,13.492857142857144,12.68888888888889,4-6 Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Tourism,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,122.1,135.0,3,4,12.5,11.0,1-3 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Nursing,Laki-laki,23,23-25 Tahun,Tidak,Menunggak,Tidak,Lajang,120.0,120.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Dropout,1,Informatics Engineering,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.0,148.0,5,5,13.285714285714286,14.8,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Management,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.2,126.0,5,5,12.6,11.8,4-6 Unit,4-6 Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Agronomy,Laki-laki,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,160.0,160.0,6,6,14.0,14.666666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Dropout,1,Veterinary Nursing,Laki-laki,35,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,106.3,140.0,2,2,11.5,10.5,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Laki-laki,34,>25 Tahun,Tidak,Menunggak,Tidak,Cerai,103.0,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Communication Design,Perempuan,19,<20 Tahun,Ya,Menunggak,Memiliki Tunggakan,Lajang,136.0,136.0,6,6,11.833333333333334,12.875,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Social Service,Laki-laki,22,20-22 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,146.5,150.0,5,5,11.5,12.4,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Communication Design,Laki-laki,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.4,130.0,6,6,14.166666666666666,12.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Enrolled,0,Management (Evening),Laki-laki,27,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.0,130.0,2,2,12.5,12.5,1-3 Unit,1-3 Unit,Sedang (11-14),12.7,-1.7
Dropout,1,Informatics Engineering,Laki-laki,30,>25 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Menikah,137.0,110.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Enrolled,0,Informatics Engineering,Laki-laki,34,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,125.9,110.0,0,1,0.0,11.0,0 Unit,1-3 Unit,Sedang (11-14),10.8,1.74
Dropout,1,Tourism,Laki-laki,20,20-22 Tahun,Tidak,Menunggak,Tidak,Lajang,111.9,121.0,2,0,10.5,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Communication Design,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.2,127.0,6,6,11.833333333333334,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Equinculture,Laki-laki,26,>25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,131.2,140.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Management (Evening),Laki-laki,26,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,130.0,5,5,12.4,12.4,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Management,Laki-laki,26,>25 Tahun,Tidak,Menunggak,Tidak,Lajang,121.5,130.0,2,0,10.5,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Dropout,1,Management (Evening),Laki-laki,31,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,153.5,100.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Graduate,0,Animation & Multimedia Design,Laki-laki,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,142.2,139.0,12,11,14.583333333333334,14.333333333333334,7+ Unit,7+ Unit,Tinggi (15-20),8.9,3.51
Graduate,0,Journalism & Communication,Laki-laki,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,131.1,150.0,6,3,11.666666666666666,12.666666666666666,4-6 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Advertising & Marketing Mgmt,Laki-laki,23,23-25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,130.6,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Nursing,Laki-laki,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,115.0,119.0,1,0,13.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Nursing,Laki-laki,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,125.0,170.0,7,9,15.66,15.011111111111113,7+ Unit,7+ Unit,Tinggi (15-20),11.1,2.02
Dropout,1,Social Service (Evening),Laki-laki,29,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,97.5,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Journalism & Communication,Laki-laki,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,134.4,133.0,6,4,12.166666666666666,12.75,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Laki-laki,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.8,125.0,6,6,13.3,13.3,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Oral Hygiene,Laki-laki,37,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,110.5,133.1,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Dropout,1,Nursing,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.3,143.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Dropout,1,Animation & Multimedia Design,Laki-laki,18,<20 Tahun,Ya,Menunggak,Memiliki Tunggakan,Lajang,139.6,127.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),13.9,0.79
Graduate,0,Nursing,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,138.8,157.0,7,7,13.55714285714286,13.55714285714286,7+ Unit,7+ Unit,Sedang (11-14),12.7,-1.7
Enrolled,0,Informatics Engineering,Laki-laki,41,>25 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Menikah,160.0,160.0,5,6,14.333333333333334,14.636363636363637,4-6 Unit,4-6 Unit,Tinggi (15-20),12.4,1.79
Dropout,1,Agronomy,Laki-laki,35,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,4,3,12.0,10.333333333333334,4-6 Unit,1-3 Unit,Sedang (11-14),13.9,0.79
Dropout,1,Tourism,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.2,128.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),8.9,3.51
Graduate,0,Animation & Multimedia Design,Laki-laki,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,150.6,145.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Enrolled,0,Nursing,Perempuan,48,>25 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,115.2,133.1,4,3,11.75,11.725,4-6 Unit,1-3 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.0,132.0,6,6,12.183333333333332,12.183333333333332,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Agronomy,Laki-laki,30,>25 Tahun,Tidak,Menunggak,Tidak,Lajang,160.0,160.0,6,4,11.833333333333334,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Dropout,1,Journalism & Communication,Laki-laki,51,>25 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Menikah,160.0,160.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.7,-1.7
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,184.4,184.4,6,5,15.0,14.333333333333334,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,156.0,149.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Graduate,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,150.2,146.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,126.3,139.0,8,8,13.435,13.435,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Equinculture,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,146.1,152.0,4,0,13.5,0.0,4-6 Unit,0 Unit,Tidak Lulus (0),10.8,1.74
Enrolled,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,145.3,147.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),12.4,1.79
Graduate,0,Animation & Multimedia Design,Perempuan,23,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.8,121.0,17,17,11.5,12.176470588235292,7+ Unit,7+ Unit,Sedang (11-14),12.4,1.79
Enrolled,0,Communication Design,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.1,124.0,2,3,10.5,11.0,1-3 Unit,1-3 Unit,Sedang (11-14),7.6,0.32
Enrolled,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,102.6,105.0,4,2,12.0,11.5,4-6 Unit,1-3 Unit,Sedang (11-14),11.1,2.02
Dropout,1,Journalism & Communication,Perempuan,18,<20 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Lajang,112.3,121.0,5,4,12.2,11.5,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Animation & Multimedia Design,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,155.3,143.0,0,0,0.0,0.0,0 Unit,0 Unit,Tidak Lulus (0),11.1,2.02
Graduate,0,Veterinary Nursing,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,153.8,150.0,10,8,14.5,14.0,7+ Unit,7+ Unit,Sedang (11-14),8.9,3.51
Graduate,0,Journalism & Communication,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,110.0,126.0,6,6,13.333333333333334,12.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Veterinary Nursing,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,128.2,133.1,9,9,12.0,12.555555555555555,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Equinculture,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,120.4,127.0,6,6,15.125,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,153.0,160.0,6,6,13.116666666666667,13.116666666666667,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Journalism & Communication,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.9,121.0,6,6,12.833333333333334,11.666666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Social Service,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,145.6,150.0,6,6,13.333333333333334,14.166666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,119.8,117.0,7,8,13.877142857142855,15.6625,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,126.8,141.0,7,7,12.944285714285714,12.944285714285714,7+ Unit,7+ Unit,Sedang (11-14),10.8,1.74
Enrolled,0,Basic Education,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,106.1,112.0,5,5,12.333333333333334,11.0,4-6 Unit,4-6 Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,137.3,148.0,6,6,14.266666666666666,14.266666666666666,4-6 Unit,4-6 Unit,Tinggi (15-20),7.6,0.32
Graduate,0,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.5,120.0,5,5,13.0,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,127.5,132.0,8,8,12.48375,12.48375,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Oral Hygiene,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.3,125.0,7,8,13.428571428571429,15.3125,7+ Unit,7+ Unit,Tinggi (15-20),16.2,-0.92
Dropout,1,Social Service (Evening),Perempuan,18,<20 Tahun,Tidak,Menunggak,Memiliki Tunggakan,Menikah,113.2,123.0,3,0,10.666666666666666,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),7.6,0.32
Graduate,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.6,142.0,5,5,15.4,12.2,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.0,148.0,6,6,13.45,13.45,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,130.3,136.0,6,6,12.6,12.6,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.7,123.0,7,8,12.485714285714286,12.9375,7+ Unit,7+ Unit,Sedang (11-14),16.2,-0.92
Graduate,0,Communication Design,Perempuan,22,20-22 Tahun,Ya,Tepat Waktu,Tidak,Lajang,134.0,135.0,5,5,10.8,12.8,4-6 Unit,4-6 Unit,Sedang (11-14),12.7,-1.7
Enrolled,0,Advertising & Marketing Mgmt,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Memiliki Tunggakan,Lajang,100.0,151.0,5,5,12.2,14.6,4-6 Unit,4-6 Unit,Tinggi (15-20),13.9,0.79
Enrolled,0,Veterinary Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,140.0,140.0,5,2,14.2,13.5,4-6 Unit,1-3 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,139.2,136.0,6,6,13.833333333333334,14.0,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Enrolled,0,Basic Education,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,132.6,142.0,5,3,12.8,10.0,4-6 Unit,1-3 Unit,Rendah (1-10),9.4,-3.12
Graduate,0,Management,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.4,142.0,5,4,13.2,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Dropout,1,Advertising & Marketing Mgmt,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Memiliki Tunggakan,Lajang,125.6,127.0,1,0,14.0,0.0,1-3 Unit,0 Unit,Tidak Lulus (0),15.5,-4.06
Graduate,0,Social Service,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,129.3,131.0,8,5,13.875,14.0,7+ Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Veterinary Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,128.4,134.0,5,5,12.5,12.714285714285714,4-6 Unit,4-6 Unit,Sedang (11-14),10.8,1.74
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,139.9,142.0,6,6,13.428571428571429,12.5,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Enrolled,0,Communication Design,Perempuan,18,<20 Tahun,Ya,Menunggak,Tidak,Lajang,124.8,123.0,5,5,11.8,13.0,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,128.5,133.0,7,8,14.868571428571428,15.11111111111111,7+ Unit,7+ Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.8,125.0,7,8,13.03,13.21875,7+ Unit,7+ Unit,Sedang (11-14),15.5,-4.06
Graduate,0,Advertising & Marketing Mgmt,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.1,120.0,6,6,14.571428571428571,12.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,118.0,125.0,5,4,11.0,11.25,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Nursing,Perempuan,25,23-25 Tahun,Ya,Tepat Waktu,Tidak,Lajang,120.0,133.1,8,8,13.3675,13.3675,7+ Unit,7+ Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,119.6,133.1,6,7,12.808333333333332,12.825714285714286,4-6 Unit,7+ Unit,Sedang (11-14),12.4,1.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,133.2,143.0,7,8,13.918571428571427,13.8875,7+ Unit,7+ Unit,Sedang (11-14),11.1,2.02
Graduate,0,Equinculture,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,141.8,147.0,6,4,13.0,12.8,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Menikah,130.3,142.0,6,6,13.683333333333332,13.683333333333332,4-6 Unit,4-6 Unit,Sedang (11-14),7.6,0.32
Dropout,1,Veterinary Nursing,Perempuan,24,23-25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,100.0,150.0,5,1,13.0,12.0,4-6 Unit,1-3 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Journalism & Communication,Perempuan,21,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,114.6,124.0,5,5,12.8,11.2,4-6 Unit,4-6 Unit,Sedang (11-14),11.1,2.02
Graduate,0,Tourism,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,123.4,136.0,6,6,13.571428571428571,12.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Social Service,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,116.4,116.0,6,6,13.166666666666666,13.166666666666666,4-6 Unit,4-6 Unit,Sedang (11-14),8.9,3.51
Graduate,0,Communication Design,Perempuan,20,20-22 Tahun,Ya,Tepat Waktu,Tidak,Menikah,123.2,127.0,6,6,15.0,14.5,4-6 Unit,4-6 Unit,Tinggi (15-20),11.1,2.02
Graduate,0,Communication Design,Perempuan,19,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,123.7,117.0,6,5,12.666666666666666,11.4,4-6 Unit,4-6 Unit,Sedang (11-14),12.4,1.79
Dropout,1,Journalism & Communication,Perempuan,19,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,127.6,116.0,6,6,13.857142857142858,13.142857142857142,4-6 Unit,4-6 Unit,Sedang (11-14),13.9,0.79
Graduate,0,Nursing,Perempuan,30,>25 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,117.1,129.0,7,8,14.692857142857145,14.9625,7+ Unit,7+ Unit,Tinggi (15-20),12.4,1.79
Graduate,0,Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,149.3,157.0,8,8,14.035,14.035,7+ Unit,7+ Unit,Tinggi (15-20),9.4,-3.12
Graduate,0,Veterinary Nursing,Perempuan,18,<20 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,125.6,135.0,4,3,11.0,14.0,4-6 Unit,1-3 Unit,Sedang (11-14),12.7,-1.7
Graduate,0,Journalism & Communication,Perempuan,18,<20 Tahun,Ya,Tepat Waktu,Tidak,Lajang,145.0,139.0,6,6,13.333333333333334,13.333333333333334,4-6 Unit,4-6 Unit,Sedang (11-14),9.4,-3.12
Graduate,0,Nursing,Perempuan,20,20-22 Tahun,Tidak,Tepat Waktu,Tidak,Lajang,115.0,115.0,6,7,11.7725,12.33,4-6 Unit,7+ Unit,Sedang (11-14),15.5,-4.06
